trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1654,False,"{'a': 0.2, 'e': 0.19128324333905458}",20,9,-22.575188412528917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1655,False,"{'a': 0.2, 'e': 0.19109205570546464}",20,6,16.56494472721529,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.2, 'e': 0.19090105916394629}",25,10,0.3037092465851319,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1657,False,"{'a': 0.2, 'e': 0.19071025352350304}",20,11,3.922432518448602,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1658,False,"{'a': 0.2, 'e': 0.19051963859332918}",20,0,-9.385471977868594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1659,False,"{'a': 0.2, 'e': 0.19032921418280985}",35,13,27.45581003641837,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1660,False,"{'a': 0.2, 'e': 0.1901389801015205}",30,21,1.0027168090482528,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1661,False,"{'a': 0.2, 'e': 0.18994893615922714}",20,15,9.735168298864211,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.2, 'e': 0.18975908216588572}",30,21,7.486080298583315,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1663,False,"{'a': 0.2, 'e': 0.18956941793164234}",30,14,-32.45011026617762,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1664,False,"{'a': 0.2, 'e': 0.18937994326683263}",30,19,22.563573286110522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.2, 'e': 0.18919065798198204}",30,14,26.953142245301457,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.2, 'e': 0.18900156188780515}",20,9,-20.99608663166114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1667,False,"{'a': 0.2, 'e': 0.1888126547952059}",20,3,20.183443705277522,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1668,False,"{'a': 0.2, 'e': 0.1886239365152772}",20,14,10.964126976272766,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.2, 'e': 0.18843540685930069}",20,8,-1.7236360229076677,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1670,False,"{'a': 0.2, 'e': 0.1882470656387468}",20,6,23.701381102579724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.2, 'e': 0.18805891266527416}",25,0,15.709875177578544,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1672,False,"{'a': 0.2, 'e': 0.18787094775072993}",30,11,-48.81085455648139,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
1673,False,"{'a': 0.2, 'e': 0.18768317070714904}",20,0,18.719214080849056,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1674,False,"{'a': 0.2, 'e': 0.18749558134675456}",20,14,11.393595386880117,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.2, 'e': 0.18730817948195702}",25,18,14.736848925344027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.2, 'e': 0.1871209649253546}",25,10,13.114195087326003,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1677,False,"{'a': 0.2, 'e': 0.18693393748973264}",20,12,12.666869418860797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.2, 'e': 0.1867470969880638}",30,17,24.68471884140364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.2, 'e': 0.18656044323350748}",35,8,26.588207623766213,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
1680,False,"{'a': 0.2, 'e': 0.18637397603940997}",20,7,10.081301241865598,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1681,False,"{'a': 0.2, 'e': 0.186187695219304}",20,12,15.604935189746486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.2, 'e': 0.1860016005869088}",25,13,2.591620015824707,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1683,False,"{'a': 0.2, 'e': 0.18581569195612965}",20,8,19.26128616318253,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.2, 'e': 0.18562996914105798}",25,11,20.40411540016507,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.2, 'e': 0.18544443195597088}",25,14,10.016664435622424,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1686,False,"{'a': 0.2, 'e': 0.18525908021533122}",25,3,38.430074012003736,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.2, 'e': 0.18507391373378718}",20,16,8.207199295010936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.2, 'e': 0.18488893232617234}",25,15,6.185593552889004,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1689,False,"{'a': 0.2, 'e': 0.1847041358075052}",20,11,18.504540397385803,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.2, 'e': 0.18451952399298926}",20,6,-2.2718869633118333,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1691,False,"{'a': 0.2, 'e': 0.1843350966980127}",25,13,-0.124330396281076,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1692,False,"{'a': 0.2, 'e': 0.1841508537381482}",35,18,-8.901898640742164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1693,False,"{'a': 0.2, 'e': 0.18396679492915277}",20,9,5.403012220944798,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1694,False,"{'a': 0.2, 'e': 0.18378292008696764}",25,10,27.91798143861315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.2, 'e': 0.18359922902771786}",20,11,17.691029453902686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.2, 'e': 0.18341572156771246}",30,22,15.215666157498294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.2, 'e': 0.18323239752344386}",20,10,21.39680164386369,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.2, 'e': 0.18304925671158812}",25,12,5.90506973964699,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1699,False,"{'a': 0.2, 'e': 0.18286629894900427}",20,9,17.091308545855014,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.2, 'e': 0.18268352405273466}",25,12,24.857262980799714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.2, 'e': 0.1825009318400043}",20,9,7.085004570299178,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1702,False,"{'a': 0.2, 'e': 0.182318522128221}",20,12,13.754271181552607,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.2, 'e': 0.182136294734975}",25,18,14.784255113401437,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.2, 'e': 0.18195424947803895}",20,12,14.987837706054107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.2, 'e': 0.1817723861753675}",30,16,22.41443142221449,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.2, 'e': 0.1815907046450974}",30,16,11.63081401959396,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.2, 'e': 0.18140920470554706}",25,9,28.64548484967436,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.2, 'e': 0.1812278861752166}",20,7,23.637028202752035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.2, 'e': 0.18104674887278735}",20,12,14.416423443319642,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.2, 'e': 0.1808657926171221}",20,10,16.93115312799803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.2, 'e': 0.1806850172272645}",20,0,-40.38938308445473,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1712,False,"{'a': 0.2, 'e': 0.18050442252243923}",35,18,23.277656786471457,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.2, 'e': 0.18032400832205148}",25,20,8.45846834664745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.2, 'e': 0.1801437744456871}",20,14,13.99985744120212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.2, 'e': 0.17996372071311217}",30,17,25.1247337053585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.2, 'e': 0.17978384694427296}",20,8,7.882027294785061,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1717,False,"{'a': 0.2, 'e': 0.17960415295929566}",25,0,-3.289024439528838,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1718,False,"{'a': 0.2, 'e': 0.17942463857848634}",30,10,33.84283297328411,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.2, 'e': 0.1792453036223305}",30,20,10.66975879563148,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.2, 'e': 0.17906614791149322}",25,10,4.733085008019918,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1721,False,"{'a': 0.2, 'e': 0.17888717126681877}",25,6,23.726160613151382,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.2, 'e': 0.17870837350933053}",20,11,19.546541742462896,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.2, 'e': 0.17852975446023064}",25,9,-15.831948851974055,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1724,False,"{'a': 0.2, 'e': 0.17835131394090015}",20,14,9.304705182621346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.2, 'e': 0.1781730517728984}",25,14,-30.215468532052448,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1726,False,"{'a': 0.2, 'e': 0.17799496777796334}",20,9,8.960370045470153,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1727,False,"{'a': 0.2, 'e': 0.17781706177801082}",20,15,9.071592234831966,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.2, 'e': 0.17763933359513495}",20,2,20.174258724614624,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1729,False,"{'a': 0.2, 'e': 0.17746178305160745}",20,0,14.844269807626464,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1730,False,"{'a': 0.2, 'e': 0.17728440996987782}",35,25,-3.266993923128394,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1731,False,"{'a': 0.2, 'e': 0.17710721417257289}",30,18,5.67512615769632,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1732,False,"{'a': 0.2, 'e': 0.17693019548249692}",25,15,-4.091805686292891,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1733,False,"{'a': 0.2, 'e': 0.17675335372263115}",30,12,24.226697602696962,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.2, 'e': 0.17657668871613388}",20,14,0.29304619182334246,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1735,False,"{'a': 0.2, 'e': 0.17640020028634}",25,3,25.76114563840969,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1736,False,"{'a': 0.2, 'e': 0.1762238882567611}",20,0,5.818014717186242,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1737,False,"{'a': 0.2, 'e': 0.17604775245108517}",20,8,22.547310838118406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.2, 'e': 0.17587179269317638}",30,4,42.693825274332106,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.2, 'e': 0.17569600880707487}",30,15,28.245555469520312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.2, 'e': 0.17552040061699686}",25,14,19.469856660152434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.2, 'e': 0.1753449679473341}",25,13,23.762060325004303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.2, 'e': 0.17516971062265388}",25,12,10.943676147014656,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1743,False,"{'a': 0.2, 'e': 0.17499462846769887}",25,17,-25.63575488958072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1744,False,"{'a': 0.2, 'e': 0.17481972130738693}",25,13,20.284157189166773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.2, 'e': 0.17464498896681085}",20,9,6.7099682296718655,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1746,False,"{'a': 0.2, 'e': 0.17447043127123832}",25,20,11.564380998361461,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.2, 'e': 0.17429604804611157}",20,10,15.733442716829408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.2, 'e': 0.1741218391170474}",30,16,3.288709902637666,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1749,False,"{'a': 0.2, 'e': 0.17394780430983683}",20,9,-18.428694160025888,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1750,False,"{'a': 0.2, 'e': 0.17377394345044514}",30,12,8.093698355304188,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1751,False,"{'a': 0.2, 'e': 0.1736002563650113}",25,7,15.226158107071127,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1752,False,"{'a': 0.2, 'e': 0.17342674287984836}",20,9,22.075363939231938,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.2, 'e': 0.1732534028214427}",20,2,0.10787268467549893,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1754,False,"{'a': 0.2, 'e': 0.17308023601645434}",20,5,23.27610198944393,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.2, 'e': 0.17290724229171636}",25,0,27.506363288335287,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1756,False,"{'a': 0.2, 'e': 0.17273442147423515}",25,11,3.3441758896891582,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1757,False,"{'a': 0.2, 'e': 0.17256177339118975}",25,12,24.098901104796433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.2, 'e': 0.17238929786993218}",25,8,15.853845419558345,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1759,False,"{'a': 0.2, 'e': 0.1722169947379868}",20,12,2.788923599999079,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1760,False,"{'a': 0.2, 'e': 0.17204486382305054}",30,3,28.859547478270336,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1761,False,"{'a': 0.2, 'e': 0.1718729049529924}",25,3,25.45972335302751,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1762,False,"{'a': 0.2, 'e': 0.17170111795585358}",20,0,-33.45737718810899,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1763,False,"{'a': 0.2, 'e': 0.17152950265984698}",20,8,-100.94320159321869,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 3}",1
1764,False,"{'a': 0.2, 'e': 0.17135805889335737}",20,11,16.472981411670613,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.2, 'e': 0.1711867864849409}",35,24,9.511199783753886,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.2, 'e': 0.17101568526332522}",25,13,-23.356519668884594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1767,False,"{'a': 0.2, 'e': 0.170844755057409}",25,15,17.667514905573984,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.2, 'e': 0.17067399569626215}",25,16,16.51611986755969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.2, 'e': 0.17050340700912517}",25,11,23.561051757567924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.2, 'e': 0.17033298882540943}",25,13,-3.380903509567302,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1771,False,"{'a': 0.2, 'e': 0.1701627409746967}",20,15,6.365758492995074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.2, 'e': 0.16999266328673912}",30,0,36.435727542416444,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1773,False,"{'a': 0.2, 'e': 0.16982275559145898}",25,17,15.612989776230684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.2, 'e': 0.1696530177189486}",20,12,14.478995023960179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.2, 'e': 0.16948344949947006}",20,0,16.141262089826732,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1776,False,"{'a': 0.2, 'e': 0.16931405076345518}",20,0,-54.63775990754537,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1777,False,"{'a': 0.2, 'e': 0.16914482134150513}",20,9,11.112095815225338,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1778,False,"{'a': 0.2, 'e': 0.16897576106439058}",25,20,10.878906435136985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.2, 'e': 0.1688068697630511}",20,0,19.074594108020094,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1780,False,"{'a': 0.2, 'e': 0.1686381472685955}",20,10,19.780728796778487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.2, 'e': 0.1684695934123012}",20,10,18.58484950129023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.2, 'e': 0.16830120802561438}",20,9,8.867560477875587,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1783,False,"{'a': 0.2, 'e': 0.16813299094014955}",20,4,-13.590077632812486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1784,False,"{'a': 0.2, 'e': 0.16796494198768974}",30,14,-19.750877779583305,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1785,False,"{'a': 0.2, 'e': 0.16779706100018585}",25,14,18.076066023946385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.2, 'e': 0.167629347809757}",20,8,-22.694118145569252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1787,False,"{'a': 0.2, 'e': 0.1674618022486899}",30,12,-12.45094604850823,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1788,False,"{'a': 0.2, 'e': 0.167294424149439}",25,7,34.50237821905793,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.2, 'e': 0.1671272133446262}",25,14,20.769464513140633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.2, 'e': 0.1669601696670407}",25,5,38.565281442937376,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.2, 'e': 0.16679329294963874}",20,12,15.761038169352958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.2, 'e': 0.16662658302554365}",30,3,5.2737942364601995,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
1793,False,"{'a': 0.2, 'e': 0.1664600397280455}",20,11,3.993182487566917,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1794,False,"{'a': 0.2, 'e': 0.16629366289060088}",20,3,15.342655193939965,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1795,False,"{'a': 0.2, 'e': 0.16612745234683307}",20,9,2.892818771751758,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1796,False,"{'a': 0.2, 'e': 0.16596140793053138}",20,13,12.844812440379412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.2, 'e': 0.16579552947565152}",20,14,10.313912366369374,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.2, 'e': 0.16562981681631492}",25,15,3.6732340685921754,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1799,False,"{'a': 0.2, 'e': 0.16546426978680895}",20,8,9.825230639865598,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1800,False,"{'a': 0.2, 'e': 0.16529888822158653}",20,8,22.830517309796956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.2, 'e': 0.16513367195526615}",20,11,16.993608860042446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.2, 'e': 0.16496862082263145}",25,17,17.616549599687715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.2, 'e': 0.16480373465863135}",20,11,-20.587448359383067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1804,False,"{'a': 0.2, 'e': 0.1646390132983796}",25,13,21.319998110035883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.2, 'e': 0.1644744565771549}",25,12,24.08411332444421,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.2, 'e': 0.16431006433040046}",25,10,-16.263391822463674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1807,False,"{'a': 0.2, 'e': 0.16414583639372407}",20,9,-23.57336479923419,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1808,False,"{'a': 0.2, 'e': 0.16398177260289773}",20,14,9.564627504627785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.2, 'e': 0.16381787279385768}",20,0,27.77441399667818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1810,False,"{'a': 0.2, 'e': 0.16365413680270405}",35,12,-5.31093063503572,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
1811,False,"{'a': 0.2, 'e': 0.1634905644657009}",25,13,-32.59106133124803,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1812,False,"{'a': 0.2, 'e': 0.1633271556192758}",20,12,9.407499088577836,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.2, 'e': 0.16316391010001996}",30,0,7.869246121456447,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1814,False,"{'a': 0.2, 'e': 0.16300082774468777}",20,0,7.655759362017925,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1815,False,"{'a': 0.2, 'e': 0.16283790839019696}",25,16,15.153662954365343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.2, 'e': 0.16267515187362808}",25,10,15.05984706752745,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1817,False,"{'a': 0.2, 'e': 0.16251255803222467}",20,0,23.64728958663993,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1818,False,"{'a': 0.2, 'e': 0.16235012670339277}",20,9,-3.9770108648471125,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1819,False,"{'a': 0.2, 'e': 0.16218785772470118}",25,12,20.784951489227335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.2, 'e': 0.16202575093388075}",25,20,8.327332673982973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.2, 'e': 0.16186380616882481}",20,0,31.908246022036536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1822,False,"{'a': 0.2, 'e': 0.1617020232675885}",35,21,23.382775562466104,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.2, 'e': 0.16154040206838896}",20,2,-12.059377071890008,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1824,False,"{'a': 0.2, 'e': 0.16137894240960493}",20,11,-20.78778854333449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1825,False,"{'a': 0.2, 'e': 0.16121764412977677}",35,11,-16.82920035620217,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
1826,False,"{'a': 0.2, 'e': 0.16105650706760616}",25,18,-30.38073804201661,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1827,False,"{'a': 0.2, 'e': 0.16089553106195606}",20,11,17.06145795437468,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.2, 'e': 0.16073471595185038}",20,8,19.983639663611704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.2, 'e': 0.1605740615764741}",25,13,-65.97289282015761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
1830,False,"{'a': 0.2, 'e': 0.16041356777517274}",25,0,41.949330615257814,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1831,False,"{'a': 0.2, 'e': 0.16025323438745256}",25,15,15.510897976638052,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.2, 'e': 0.1600930612529801}",25,14,8.426992749578208,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1833,False,"{'a': 0.2, 'e': 0.15993304821158225}",20,3,25.684802244731067,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.2, 'e': 0.15977319510324592}",20,14,9.914309539327029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.2, 'e': 0.15961350176811803}",35,20,17.431141049969316,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1836,False,"{'a': 0.2, 'e': 0.15945396804650516}",20,0,9.924592167128427,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
