trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
674,False,"{'a': 0.2, 'e': 0.5096658316912476}",25,14,-41.35507664930647,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
675,False,"{'a': 0.2, 'e': 0.5091564206075492}",25,3,-114.44830821021219,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 2}",1
676,False,"{'a': 0.2, 'e': 0.5086475186803137}",25,0,10.171850847904777,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
677,False,"{'a': 0.2, 'e': 0.5081391254006393}",25,0,-26.240253860708265,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
678,False,"{'a': 0.2, 'e': 0.5076312402601327}",20,0,-14.719862084809218,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
679,False,"{'a': 0.2, 'e': 0.5071238627509086}",20,0,-59.7026971173839,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
680,False,"{'a': 0.2, 'e': 0.5066169923655895}",25,3,-61.816277510322884,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
681,False,"{'a': 0.2, 'e': 0.5061106285973052}",30,23,-11.461730674926567,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
682,False,"{'a': 0.2, 'e': 0.5056047709396915}",20,12,-12.665126310665164,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
683,False,"{'a': 0.2, 'e': 0.5050994188868908}",20,14,4.981044375801396,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.2, 'e': 0.5045945719335512}",25,0,-81.23877940268267,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
685,False,"{'a': 0.2, 'e': 0.5040902295748255}",25,6,6.063372697621039,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
686,False,"{'a': 0.2, 'e': 0.5035863913063714}",20,0,0.9334120858476969,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
687,False,"{'a': 0.2, 'e': 0.5030830566243506}",20,0,-35.81424105433425,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
688,False,"{'a': 0.2, 'e': 0.5025802250254283}",20,0,-34.863863869344584,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
689,False,"{'a': 0.2, 'e': 0.502077896006773}",20,2,-41.296052970172894,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
690,False,"{'a': 0.2, 'e': 0.5015760690660555}",25,5,-31.531023773450016,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
691,False,"{'a': 0.2, 'e': 0.5010747437014489}",20,0,-38.63438818331566,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
692,False,"{'a': 0.2, 'e': 0.5005739194116277}",25,5,-101.83712738531875,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",1
693,False,"{'a': 0.2, 'e': 0.5000735956957676}",30,0,-116.11872343309184,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
694,False,"{'a': 0.2, 'e': 0.4995737720535449}",30,0,-76.36589485748199,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
695,False,"{'a': 0.2, 'e': 0.49907444798513595}",25,12,7.914139685762478,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.2, 'e': 0.4985756229912165}",25,11,1.6795433140298759,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.2, 'e': 0.4980772965729616}",25,0,-110.95181397372454,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
698,False,"{'a': 0.2, 'e': 0.4975794682320448}",20,13,12.084039611863055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.2, 'e': 0.4970821374706377}",20,6,-51.67775073470665,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
700,False,"{'a': 0.2, 'e': 0.49658530379140947}",30,4,-51.56653534052647,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 1}",1
701,False,"{'a': 0.2, 'e': 0.49608896669752645}",35,21,-54.09765899453654,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 1}",1
702,False,"{'a': 0.2, 'e': 0.4955931256926514}",20,11,11.111952466251328,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.2, 'e': 0.4950977802809434}",25,3,-21.378628981832833,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 1}",1
704,False,"{'a': 0.2, 'e': 0.494602929967057}",20,0,-42.52510503297447,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
705,False,"{'a': 0.2, 'e': 0.4941085742561417}",25,1,-5.216742830486384,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
706,False,"{'a': 0.2, 'e': 0.4936147126538418}",25,0,-79.52223987516304,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",1
707,False,"{'a': 0.2, 'e': 0.49312134466629576}",25,16,-0.27429500609675594,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.2, 'e': 0.49262846980013547}",30,0,-25.86289266345589,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
709,False,"{'a': 0.2, 'e': 0.492136087562486}",25,0,-62.46719857233412,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
710,False,"{'a': 0.2, 'e': 0.4916441974609651}",20,9,-2.0918946083582384,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
711,False,"{'a': 0.2, 'e': 0.4911527990036827}",25,11,-9.939192764926988,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
712,False,"{'a': 0.2, 'e': 0.4906618916992401}",20,0,-52.35370725253871,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
713,False,"{'a': 0.2, 'e': 0.4901714750567302}",20,0,-11.103785378234488,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
714,False,"{'a': 0.2, 'e': 0.4896815485857362}",20,0,-19.43760238013084,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
715,False,"{'a': 0.2, 'e': 0.48919211179633154}",30,19,7.193589938839405,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
716,False,"{'a': 0.2, 'e': 0.4887031641990795}",30,0,-24.702464917834664,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
717,False,"{'a': 0.2, 'e': 0.4882147053050323}",20,5,4.252713082999852,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.2, 'e': 0.4877267346257312}",20,12,4.0273832325416885,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.2, 'e': 0.48723925167320525}",30,12,-110.82540536109045,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 2}",1
720,False,"{'a': 0.2, 'e': 0.4867522559599717}",20,5,-24.289381016843222,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
721,False,"{'a': 0.2, 'e': 0.4862657469990346}",30,7,-9.274418123354014,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
722,False,"{'a': 0.2, 'e': 0.485779724303885}",20,0,-54.106390228144456,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
723,False,"{'a': 0.2, 'e': 0.4852941873885002}",35,20,1.7788755609425329,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
724,False,"{'a': 0.2, 'e': 0.48480913576734325}",35,2,-79.121781978453,"{0: 28, 1: 0, 2: 2, 3: 1, 4: 2}",1
725,False,"{'a': 0.2, 'e': 0.48432456895536247}",20,10,6.402412062508171,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
726,False,"{'a': 0.2, 'e': 0.483840486467991}",25,13,-34.16111238085045,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
727,False,"{'a': 0.2, 'e': 0.48335688782114633}",20,5,-14.226704203436864,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.2, 'e': 0.48287377253122976}",20,13,12.401233931340313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.2, 'e': 0.4823911401151259}",20,8,16.816957392604223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.2, 'e': 0.48190899009020244}",20,6,-71.40174091600403,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
731,False,"{'a': 0.2, 'e': 0.4814273219743092}",25,15,-11.12823653133951,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
732,False,"{'a': 0.2, 'e': 0.480946135285778}",25,12,10.1889880012605,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.2, 'e': 0.48046542954342225}",20,0,1.157841555593426,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
734,False,"{'a': 0.2, 'e': 0.479985204266536}",20,0,-116.00680541883385,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
735,False,"{'a': 0.2, 'e': 0.4795054589748941}",30,7,-10.038382607038509,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 0}",1
736,False,"{'a': 0.2, 'e': 0.4790261931887511}",20,0,-35.48256058929979,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
737,False,"{'a': 0.2, 'e': 0.4785474064288412}",30,12,-8.75999078706533,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
738,False,"{'a': 0.2, 'e': 0.4780690982163776}",25,8,30.145656878866976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.2, 'e': 0.4775912680730521}",25,8,-99.76143787294521,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
740,False,"{'a': 0.2, 'e': 0.4771139155210344}",30,20,-40.59499428667071,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
741,False,"{'a': 0.2, 'e': 0.47663704008297203}",35,15,-29.050915340158102,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
742,False,"{'a': 0.2, 'e': 0.4761606412819894}",35,12,-14.190723054715928,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
743,False,"{'a': 0.2, 'e': 0.4756847186416878}",20,0,-23.559954135654433,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
744,False,"{'a': 0.2, 'e': 0.47520927168614446}",25,10,-56.967965998487735,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
745,False,"{'a': 0.2, 'e': 0.4747342999399124}",20,0,-97.70276822978362,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
746,False,"{'a': 0.2, 'e': 0.4742598029280199}",25,13,-77.95276012586513,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
747,False,"{'a': 0.2, 'e': 0.4737857801759698}",30,12,-9.967007689419571,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
748,False,"{'a': 0.2, 'e': 0.4733122312097393}",25,0,-75.91406680136404,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
749,False,"{'a': 0.2, 'e': 0.47283915555577954}",30,16,-3.923735305058951,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.2, 'e': 0.4723665527410147}",30,18,-4.410346318303489,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
751,False,"{'a': 0.2, 'e': 0.471894422292842}",25,15,-21.770980791316294,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.2, 'e': 0.4714227637391309}",25,0,-16.300102313820936,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
753,False,"{'a': 0.2, 'e': 0.4709515766082228}",20,0,10.972409857421855,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
754,False,"{'a': 0.2, 'e': 0.47048086042893056}",20,0,-49.9891763618288,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
755,False,"{'a': 0.2, 'e': 0.47001061473053796}",25,16,19.819344237569837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.2, 'e': 0.46954083904279925}",20,0,-28.87429387557048,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
757,False,"{'a': 0.2, 'e': 0.4690715328959387}",20,0,7.499609102054935,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
758,False,"{'a': 0.2, 'e': 0.46860269582065023}",20,3,-61.38337110099617,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
759,False,"{'a': 0.2, 'e': 0.4681343273480965}",20,13,-30.990234508521272,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 0}",1
760,False,"{'a': 0.2, 'e': 0.46766642700990924}",30,12,-45.724445505731914,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
761,False,"{'a': 0.2, 'e': 0.4671989943381879}",25,0,-41.26807548867709,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
762,False,"{'a': 0.2, 'e': 0.46673202886549986}",20,0,-78.05980536530268,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
763,False,"{'a': 0.2, 'e': 0.46626553012487953}",35,23,-49.30443054084799,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
764,False,"{'a': 0.2, 'e': 0.46579949764982825}",25,10,-12.193096969415475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
765,False,"{'a': 0.2, 'e': 0.4653339309743134}",25,15,5.206982619422467,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.2, 'e': 0.46486882963276827}",30,23,0.5492479994748833,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
767,False,"{'a': 0.2, 'e': 0.46440419316009157}",20,1,-28.722508685232626,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.2, 'e': 0.4639400210916467}",25,0,-75.94619003827862,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
769,False,"{'a': 0.2, 'e': 0.4634763129632616}",25,10,-1.6264951441650355,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
770,False,"{'a': 0.2, 'e': 0.46301306831122807}",20,12,-25.371708022051322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
771,False,"{'a': 0.2, 'e': 0.4625502866723014}",25,13,-61.103346767583766,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
772,False,"{'a': 0.2, 'e': 0.4620879675837}",20,9,7.709847855438193,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.2, 'e': 0.4616261105831047}",25,18,-0.12765840203108958,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.2, 'e': 0.4611647152086584}",20,12,-34.646827989247335,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
775,False,"{'a': 0.2, 'e': 0.4607037809989658}",25,0,-28.346417848909507,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
776,False,"{'a': 0.2, 'e': 0.46024330749309256}",25,0,-21.115751767606582,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
777,False,"{'a': 0.2, 'e': 0.4597832942305652}",30,14,-82.20844134589794,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
778,False,"{'a': 0.2, 'e': 0.45932374075137034}",25,3,14.485772643352057,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
779,False,"{'a': 0.2, 'e': 0.4588646465959545}",20,0,-22.409512066827887,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
780,False,"{'a': 0.2, 'e': 0.4584060113052235}",20,8,6.436862727966633,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.2, 'e': 0.45794783442054204}",35,22,-33.90552041749269,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
782,False,"{'a': 0.2, 'e': 0.45749011548373314}",20,9,-47.78931811411984,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
783,False,"{'a': 0.2, 'e': 0.4570328540370779}",20,0,-29.95860413124315,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
784,False,"{'a': 0.2, 'e': 0.4565760496233147}",25,0,-75.29075366730972,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
785,False,"{'a': 0.2, 'e': 0.4561197017856392}",25,0,11.107134601180345,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
786,False,"{'a': 0.2, 'e': 0.4556638100677035}",25,0,-50.220705935308715,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
787,False,"{'a': 0.2, 'e': 0.45520837401361586}",25,0,8.226999779265716,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
788,False,"{'a': 0.2, 'e': 0.45475339316794017}",20,0,-75.90719697116512,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
789,False,"{'a': 0.2, 'e': 0.4542988670756955}",20,15,6.889377873903363,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.2, 'e': 0.45384479528235583}",20,6,-9.373709974059047,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
791,False,"{'a': 0.2, 'e': 0.4533911773338492}",35,8,-46.49910982757336,"{0: 22, 1: 0, 2: 4, 3: 0, 4: 1}",1
792,False,"{'a': 0.2, 'e': 0.4529380127765577}",25,0,4.4672056112416385,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
793,False,"{'a': 0.2, 'e': 0.4524853011573167}",20,13,-29.806263025286334,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 0}",1
794,False,"{'a': 0.2, 'e': 0.45203304202341466}",25,11,-65.76168782261443,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
795,False,"{'a': 0.2, 'e': 0.4515812349225922}",20,0,-5.2682854191107245,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
796,False,"{'a': 0.2, 'e': 0.45112987940304233}",25,0,-75.73782718664553,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
797,False,"{'a': 0.2, 'e': 0.4506789750134095}",20,2,-39.343752517657194,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
798,False,"{'a': 0.2, 'e': 0.45022852130278923}",25,0,-119.25250202083548,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
799,False,"{'a': 0.2, 'e': 0.44977851782072775}",20,4,-62.92250468434708,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 1}",1
800,False,"{'a': 0.2, 'e': 0.44932896411722156}",20,0,-39.075060642882136,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
801,False,"{'a': 0.2, 'e': 0.448879859742717}",20,1,19.46998492895952,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.2, 'e': 0.4484312042481095}",30,0,14.996561241882306,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
803,False,"{'a': 0.2, 'e': 0.44798299718474366}",25,17,7.468386022475292,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.2, 'e': 0.44753523810441237}",25,0,-28.067737722145715,"{0: 21, 1: 1, 2: 0, 3: 3, 4: 0}",0
805,False,"{'a': 0.2, 'e': 0.4470879265593564}",25,7,7.503042833868352,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
806,False,"{'a': 0.2, 'e': 0.44664106210226434}",20,0,-49.6293073253241,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
807,False,"{'a': 0.2, 'e': 0.44619464428627154}",25,9,29.658448088763205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.2, 'e': 0.4457486726649602}",25,5,15.196060050933225,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
809,False,"{'a': 0.2, 'e': 0.4453031467923587}",30,7,-69.59606035664221,"{0: 19, 1: 0, 2: 0, 3: 3, 4: 1}",1
810,False,"{'a': 0.2, 'e': 0.4448580662229411}",20,2,19.336957355351554,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.2, 'e': 0.4444134305116268}",20,11,2.2854675932974415,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.2, 'e': 0.44396923921378006}",30,0,-90.39563139359878,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
813,False,"{'a': 0.2, 'e': 0.4435254918852095}",25,0,37.35221202236948,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
814,False,"{'a': 0.2, 'e': 0.44308218808216776}",20,3,12.670399449165707,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
815,False,"{'a': 0.2, 'e': 0.4426393273613511}",20,14,4.201714820263366,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.2, 'e': 0.44219690927989863}",20,10,19.647560449050765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.2, 'e': 0.4417549333953923}",25,2,-50.13607412051765,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
818,False,"{'a': 0.2, 'e': 0.44131339926585617}",25,12,22.448648839158572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.2, 'e': 0.4408723064497561}",20,16,5.121094835945478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.2, 'e': 0.44043165450599925}",25,4,-16.345554636772334,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
821,False,"{'a': 0.2, 'e': 0.43999144299393356}",25,18,0.9728216393435354,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.2, 'e': 0.43955167147334756}",25,0,-64.89111548082553,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
823,False,"{'a': 0.2, 'e': 0.43911233950446965}",20,12,-28.0321836225046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
824,False,"{'a': 0.2, 'e': 0.4386734466479678}",30,0,-48.749445371445304,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
825,False,"{'a': 0.2, 'e': 0.4382349924649492}",25,0,-16.823364661717743,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
826,False,"{'a': 0.2, 'e': 0.4377969765169596}",25,0,-56.770772825613186,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
827,False,"{'a': 0.2, 'e': 0.437359398365983}",20,12,-25.672372914994853,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
828,False,"{'a': 0.2, 'e': 0.43692225757444114}",25,0,-69.46354896509126,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
829,False,"{'a': 0.2, 'e': 0.4364855537051933}",30,0,-64.31101908354665,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
830,False,"{'a': 0.2, 'e': 0.43604928632153556}",30,0,-113.37119929046891,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
831,False,"{'a': 0.2, 'e': 0.43561345498720044}",20,0,-51.82231935170941,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
832,False,"{'a': 0.2, 'e': 0.43517805926635666}",25,7,-9.18738435434362,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
833,False,"{'a': 0.2, 'e': 0.43474309872360845}",25,0,-12.349846294130625,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
834,False,"{'a': 0.2, 'e': 0.4343085729239951}",25,2,-122.02232979987204,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 3}",1
835,False,"{'a': 0.2, 'e': 0.4338744814329909}",20,15,8.230727306418897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.2, 'e': 0.4334408238165043}",20,3,16.501352323198244,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.2, 'e': 0.43300759964087765}",20,13,15.316672143642847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.2, 'e': 0.43257480847288665}",25,3,3.277677887577901,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.2, 'e': 0.43214244987974026}",20,0,-8.628015385007947,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
840,False,"{'a': 0.2, 'e': 0.43171052342907973}",35,1,-129.88488399834753,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 2}",1
841,False,"{'a': 0.2, 'e': 0.43127902868897855}",20,0,-16.47599483632311,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
842,False,"{'a': 0.2, 'e': 0.43084796522794205}",20,7,-7.492140052440844,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
843,False,"{'a': 0.2, 'e': 0.43041733261490667}",20,15,10.12666449897348,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.2, 'e': 0.4299871304192398}",20,4,1.5375413215830314,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
845,False,"{'a': 0.2, 'e': 0.42955735821073915}",25,0,-23.38469334089408,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
846,False,"{'a': 0.2, 'e': 0.42912801555963254}",25,0,-40.760324182404695,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
847,False,"{'a': 0.2, 'e': 0.42869910203657724}",20,0,-43.872601537247895,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
848,False,"{'a': 0.2, 'e': 0.4282706172126597}",35,18,-15.97601412138387,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
849,False,"{'a': 0.2, 'e': 0.427842560659395}",20,8,-22.322266913749754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
850,False,"{'a': 0.2, 'e': 0.4274149319487267}",20,10,8.177589132442277,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
851,False,"{'a': 0.2, 'e': 0.4269877306530259}",20,7,-72.3940226352039,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
852,False,"{'a': 0.2, 'e': 0.4265609563450914}",25,13,19.430354647857158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.2, 'e': 0.4261346085981487}",25,0,-54.531236364058984,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
854,False,"{'a': 0.2, 'e': 0.4257086869858502}",20,11,-6.013529699557561,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
855,False,"{'a': 0.2, 'e': 0.42528319108227414}",20,0,-48.1798945555452,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
856,False,"{'a': 0.2, 'e': 0.42485812046192456}",20,0,-24.295872944483623,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
857,False,"{'a': 0.2, 'e': 0.4244334746997309}",25,0,-68.9799776215837,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
